Date,Temperature,Humidity,Rainfall,Latitude,Longitude,Mosquito_Count
2025-01-06 17:57:09.303027,25.618101782710436,65.44410551203097,8.213289896549647,6.706112128022033,80.18159321696247,102
2025-01-07 17:57:09.303027,34.260714596148745,88.44762255295657,40.728736011569104,6.881944836280701,80.95369893112448,235
2025-01-08 17:57:09.303027,30.979909127171076,86.21402567824255,33.25986103481001,6.7457530485770185,79.31977909092397,219
2025-01-09 17:57:09.303027,28.979877262955547,57.831645391571854,26.153271238455964,9.118337894267013,80.9735359138091,183
2025-01-10 17:57:09.303027,22.34027960663655,52.77445203500662,17.941524206175124,7.40050103666692,81.998241177312,132
2025-01-11 17:57:09.303027,22.33991780504304,54.03112005509706,43.86002704065541,6.2313707062535855,79.14463611658167,209
2025-01-12 17:57:09.303027,20.871254182522993,50.72887302606199,19.622255371131768,9.876410520563246,81.93152255266395,117
2025-01-13 17:57:09.303027,32.992642186624025,53.77771843023714,40.82997197357886,9.535143539853703,80.22072388216861,218
2025-01-14 17:57:09.303027,29.01672517614813,77.32027093665428,21.95674542851092,9.711009132780852,81.61226035101178,168
2025-01-15 17:57:09.303027,30.621088666940683,52.84754593840916,18.84722147124538,9.979631290585742,81.34715645217481,142
2025-01-16 17:57:09.303027,20.308767414437035,62.759025211750455,23.13398928348032,6.695580996877949,80.70104878296,135
2025-01-17 17:57:09.303027,34.54864778242992,83.79501243877817,15.068893708207105,7.584968075610635,81.21534762775399,143
2025-01-18 17:57:09.303027,32.48663961200633,50.93087742943303,37.380469008812554,9.032953902816365,81.63554668390404,185
2025-01-19 17:57:09.303027,23.185086660174143,82.57873930355743,25.136019504623956,8.784082472215168,80.2124209649531,143
2025-01-20 17:57:09.303027,22.727374508106507,61.274190990936,11.610634757340865,6.61558362535942,79.98109948468972,116
2025-01-21 17:57:09.303027,22.751067647801506,54.726593104866254,44.978728663728425,9.263332499962472,81.00278015669076,209
2025-01-22 17:57:09.303027,24.563633644393065,77.86948661456603,19.19456106866057,6.897762287346643,81.42353782582377,140
